Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"Incontro con la criminologa Rosa Valenti per la presentazione di un libro sulla violenza sulle donne";;var/mezzocorona/storage/images/turismo/calendario-eventi/incontro-con-la-criminologa-rosa-valenti-per-la-presentazione-di-un-libro-sulla-violenza-sulle-donne/407077-1-ita-IT/Incontro-con-la-criminologa-Rosa-Valenti-per-la-presentazione-di-un-libro-sulla-violenza-sulle-donne.jpg|;"Incontro con la criminologa Rosa Valenti, autrice del libro “OLTRE IL CODICE DEL SILENZIO – DECIFRARE LA VIOLENZA SULLE DONNE”,&nbsp,ed. Gander Books.Mercoledì 29 novembre 2024 alle ore 20.30 in&nbsp,Biblioteca a Mezzocorona (sala mansarda)È un libro che presenta il fenomeno della violenza contro le donne in tutta la sua crudezza e ferocia, analizzando tutte le sfaccettature in cui si presenta: fisiche, sessuali, psicologiche, economiche. Un’analisi che insegna a riconoscere anche aspetti meno noti della violenza, ma non per questo meno subdoli – come il gaslighting, la cyberviolenza, il revenge porn, la violenza in ostetricia o la violenza assistita di cui sono vittime i figli – e che soprattutto spiega sia alle vittime, sia a coloro che venissero a conoscenza di episodi riguardanti terzi come contrastarla.Un libro per le donne sicuramente, ma anche per quella grande maggioranza di uomini che rifiutano la violenza e che desiderano contrastarla.";;29/11/2023;29/11/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Caccia al Natale a palazzo Firmian";;var/mezzocorona/storage/images/turismo/calendario-eventi/caccia-al-natale-a-palazzo-firmian/407117-2-ita-IT/Caccia-al-Natale-a-palazzo-Firmian.jpg|;"-La Pro Loco Mezzocorona organizza l’iniziativa CACCIA AL NATALE che propone nei giorni 16 e 17 dicembre dalle ore 14.00 alle ore 19.00 le seguenti iniziative per bambine e bambini presso Palazzo Firmian (sede del comune):-“Caccia ai tesori di Palazzo Firmian” a cura della Biblioteca, piano 1 e 2 del palazzoDalle ore 14 alle ore 18 allo scoccare di ogni ora davanti al portone d’ingresso le bibliotecarie condurranno i bimbi alla scoperta del pregevole palazzo con affreschi, decori e arredi antichi, invitandoli a partecipare ad una caccia ai tesori visuale con mappa fotografica appositamente predisposta (diversa per i 2 giorni).-“Laboratorio degli Elfi: crea un lavoretto con FantArte”Dalle ore 14 alle ore 18 Holly, Monika e Marion propongono letture della tradizione in lingua italiana, inglese e tedesca e lavoretti creativi- Truccabimbi: trasformati nel personaggio magico che preferisci, a cura di Oltrelafesta- Giocolandia: divertiti con gli amici del Gruppo Scout.Inoltre Babbo Natale attende i bambini con le loro letterine nel suo ufficio postale di Palazzo Firmian!Durante la manifestazione nel cortile del Palazzo sarà attiva “La Locanda di Rudolph” con la proposta di specialità Natalizie a cura della Pro Loco.";www.comune.mezzocorona.tn.it/content/download/43501/407119/406543028_843070567823782_3478395029290488211_n.jpg;16/12/2023;17/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Concerto di Natale del Coro Rigoverticale";;var/mezzocorona/storage/images/turismo/calendario-eventi/concerto-di-natale-del-coro-rigoverticale/407142-1-ita-IT/Concerto-di-Natale-del-Coro-Rigoverticale.png|;"-Il Coro Rigoverticale propone un CONCERTO DI NATALE all'auditorium della Cassa Rurale di Trento venerdì 15 dicembre alle 20.30 . Parteciperà il coro Nosg di Soraga di Fassa.";;15/12/2023;15/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Presepe vivente organizzato dall'Oratorio";;var/mezzocorona/storage/images/turismo/calendario-eventi/presepe-vivente-organizzato-dall-oratorio/407167-1-ita-IT/Presepe-vivente-organizzato-dall-Oratorio.jpg|;"-L’Oratorio di Mezzocorona organizza il PRESEPE VIVENTE il giorno 22 dicembre dopo la breve funzione in Chiesa delle ore 20.00.";;22/12/2023;22/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Spettacolo di Natale: A Beautiful clown con Nicola Sordo";;var/mezzocorona/storage/images/turismo/calendario-eventi/spettacolo-di-natale-a-beautiful-clown-con-nicola-sordo/408720-1-ita-IT/Spettacolo-di-Natale-A-Beautiful-clown-con-Nicola-Sordo.jpg|;"Il 23 dicembre alle ore 16.00 presso l'auditorium della cassa rurale a Mezzocorona Nicola Sordo interpreta &quot,A beautiful clown&quot, spettacolo comico per famiglie.Ingresso gratuito";;23/12/2023;23/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Concerto di Natale";;var/mezzocorona/storage/images/turismo/calendario-eventi/concerto-di-natale/408770-1-ita-IT/Concerto-di-Natale.jpg|;"Il 25 dicembre alle ore 18.00 presso il Palarotari è previsto il concerto di Natale della banda di Mezzocorona con la partecipazione del coro Voci Trentine.Per tutto il programma della manifestazione Note di Natale si veda l'allegato";;25/12/2023;25/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Canta della stella dei re Magi al Monte";;var/mezzocorona/storage/images/turismo/calendario-eventi/canta-della-stella-dei-re-magi-al-monte/408795-2-ita-IT/Canta-della-stella-dei-re-Magi-al-Monte.jpg|;"Il pomeriggio del 6.1.24 canta della stella dei Re Magi al Monte, per i dettagli si vede l'allegata locandina";;06/01/2024;06/01/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Incontro con gli auguri al ponte delle Fosine della SAT";;var/mezzocorona/storage/images/turismo/calendario-eventi/incontro-con-gli-auguri-al-ponte-delle-fosine-della-sat/410543-1-ita-IT/Incontro-con-gli-auguri-al-ponte-delle-Fosine-della-SAT.jpg|;"Come ogni anno la SAT organizza l'incontro con gli auguri al ponte delle FosineProgramma:Ritrovo in Piazza Chiesa, nei pressi della fontana, il 22.12.23 ad ore 20.00. Camminata fino al “Pont dele Fosine” dove la SAT di Mezzocorona si incontra, per lo scambio di auguri,&nbsp, con la S.A.T. di Mezzolombardo.Dal ponte ci si trasferisce nella vicina area del nuovo parcheggio (ex area orti comunali), dove aspettano i camminatori vin brulè, tè, panettone, fuochi e musica natalizia.Tutti sono invitati.";;22/12/2023;22/12/2023;;;;;;;;;;;"Evento singolo";;;;;;;
"Serata della Sat Mezzocorona con Marco Ferrari";;var/mezzocorona/storage/images/turismo/calendario-eventi/serata-della-sat-mezzocorona-con-marco-ferrari/412667-1-ita-IT/Serata-della-Sat-Mezzocorona-con-Marco-Ferrari.jpg|;"Serata della Sat Mezzocorona dal titolo &quot,Scala viaggia ridi&quot, con Marco Ferrari il 19.1.2024 h. 20.30 al teatro parrocchiale di Mezzocorona.Tutti i dettagli nell'allegata locandina.";;19/01/2024;19/01/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Serata della SAT con Nelli, Roberto, Michele e Stefano";;var/mezzocorona/storage/images/turismo/calendario-eventi/serata-della-sat-con-nelli-roberto-michele-e-stefano/412692-1-ita-IT/Serata-della-SAT-con-Nelli-Roberto-Michele-e-Stefano.jpg|;"Serata della SAT con Nelli, Roberto, Michele e Stefano dal titolo &quot,Mani sulla roccia, cuore oltre le nuvole&quot, introdotta da Paola Pancher il 1° febbraio 2024 h. 20.30 al teatro parrocchiale";;01/02/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Serata della SAT con Ettore e Nicola Taddei";;var/mezzocorona/storage/images/turismo/calendario-eventi/serata-della-sat-con-ettore-e-nicola-taddei/412717-1-ita-IT/Serata-della-SAT-con-Ettore-e-Nicola-Taddei.jpg|;"Serata della SAT con Ettore e Nicola Taddei dal titolo &quot,Spiragli nel buio. la montagna vista sa dentro&quot, il 16.2.24 h. 20.30 presso il teatro parrocchiale.";;16/02/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Serata della SAT con Alessio Marinelli e Simone Tranquillini";;var/mezzocorona/storage/images/turismo/calendario-eventi/serata-della-sat-con-alessio-marinelli-e-simone-tranquillini/412742-1-ita-IT/Serata-della-SAT-con-Alessio-Marinelli-e-Simone-Tranquillini.jpg|;"Serata della SAT con Alessio Marinelli e Simone Tranquillini il 1° marzo alle 20.30 presso il teatro parrocchiale";;01/03/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Giulio Coniglio va in bimboteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/giulio-coniglio-va-in-bimboteca/414167-1-ita-IT/Giulio-Coniglio-va-in-bimboteca.png|;"&nbsp,&nbsp,GIULIO CONIGLIO &nbsp,VA IN BIMBOTECA&nbsp,&nbsp,venerdì 19 gennaio h. 17.00-18.00 in biblioteca &nbsp,&nbsp,Cosa si può fare in una fredda giornata d’inverno? Giulio Coniglio e i suoi amici ti aspettano in bimboteca, al piano terra della biblioteca, per scoprire la magia dei loro libri. Leggeremo insieme alle bibliotecarie tante storie incredibili scritte e illustrate da Nicoletta Costa.Poi ci faremo ispirare dalla fantasia di quest’autrice, che ha reso ancor più bella la nostra bimboteca, per un divertente laboratorio.&nbsp,&nbsp,Iniziativa rivolta ai bimbi e alle bimbe dai 2 anni in su.I minori di 6 anni vanno accompagnati da un adulto.Iscrizione consigliata al numero 0461 608182.";;19/01/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Carnevalab Pigiama Party in biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/carnevalab-pigiama-party-in-biblioteca/414192-3-ita-IT/Carnevalab-Pigiama-Party-in-biblioteca.png|;"La biblioteca proponePIGIAMA PARTY&nbsp,IN BIMBOTECA&nbsp,&nbsp,BIBLIOTECA,VENERDÌ’ 9 FEBBRAIO 2024 H. 16.45-18.00, altro turno H. 18.00-19.15&nbsp,Con Zucca, Osso, Pelliccia, Gastone Musone,la Principessa dal sedere di fuoco e tantissimi amici festeggiamo il carnevalecon letture da ridere e laboratorio CARNEVALAB&nbsp,COSTUME D’OBBLIGO… IL PIGIAMA! &nbsp,&nbsp,Iniziativa gratuita per bambini dai 3 ai 10 anni i bambini inferiori ai 6 anni devono essere accompagnati da un adulto&nbsp,Illustrazione dalla copertina di “Zucca, Osso, Pelliccia di D. Calì e S. Martinuz- Nomos bambini";;09/02/2024;09/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna S. Gottardo : Villa Felicità";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-s.-gottardo-villa-felicita/414234-1-ita-IT/Rassegna-S.-Gottardo-Villa-Felicita.jpg|;"Il 20 gennaio alle ore 20.45 la Filodrammatica Calliano presenta Villa Felicità commedia di G. Cattaneo.per info si veda l'allegata locandina";"www.comune.mezzocorona.tn.it/content/download/44556/414236/rassegna teattrale 2024.pdf";20/01/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna S. Gottardo : I Mantenuti";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-s.-gottardo-i-mantenuti/414259-1-ita-IT/Rassegna-S.-Gottardo-I-Mantenuti.jpg|;"La Filodrammatica S. Gottardo presenta &quot,I Mantenuti&quot, di F. Kerschbaumeril 3 e il 4 febbraio h. 20.45.Per ulteriori info si veda il manifesto allegato";"www.comune.mezzocorona.tn.it/content/download/44557/414261/rassegna teattrale 2024.pdf";03/03/2024;04/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna S. Gottardo: El convento del Santo Spirito";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-s.-gottardo-el-convento-del-santo-spirito/414284-1-ita-IT/Rassegna-S.-Gottardo-El-convento-del-Santo-Spirito.jpg|;"La filodrammatica di Telve presenta la commedia El convento del Santo spiritoil 17 febbraio 2024 h. 20.45presso teatro san Gottardo.Per i dettagli si veda la locandina allegata";"www.comune.mezzocorona.tn.it/content/download/44558/414286/rassegna teattrale 2024.pdf";17/02/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Arriva la grande sfilata di Carnevale a Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/arriva-la-grande-sfilata-di-carnevale-a-mezzocorona/414390-1-ita-IT/Arriva-la-grande-sfilata-di-Carnevale-a-Mezzocorona.jpg|;"Si sta organizzando il carnevale dei ragazzi per la data 11.2.24.Tutte le info nella locandina allegata.";;11/02/2024;11/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Giornata della memoria: un'occasione di riflessione in biblioteca";;var/mezzocorona/storage/images/turismo/calendario-eventi/giornata-della-memoria-un-occasione-di-riflessione-in-biblioteca/416264-1-ita-IT/Giornata-della-memoria-un-occasione-di-riflessione-in-biblioteca.png|;"Un'occasione di riflessione in biblioteca per la Giornata della memoria.&quot,A quanti con fedeltà di soldati, sostennero durezza di lunga prigionia questa sintesi di travagli dedico, vincolo di solidarietà fiorita nel dolore, documento di fredda ferocia&quot,Capitano Marcello Tomadini I.M.I. 27487-XXAQuesta è la dedica del libro &quot,Venti mesi tra i reticolati” raccontati dall’artista Marcello Tomadini con 60 disegni originali, realizzati in modo estremamente realistico durante la prigionia nel lager tedesco di Sandbostel.Questo prezioso e rarissimo libro edito nel 1946 è stato donato alla biblioteca di Mezzocorona dalla sig.ra Ines Tarter, nipote di Lamberto Rossi, che fu uno dei compagni di prigionia dell’artista, promotori della stampa, nel gennaio 2020.In occasione della #giornatadellamemoria la pregevole pubblicazione nei giorni 25 e 26 gennaio viene messa a disposizione degli utenti che la possono sfogliare, leggere, guardare per un momento di riflessione al tavolino nero all'ingresso del primo piano.";;25/01/2024;26/01/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna S. Gottardo: I mantenuti della Filo S. Gottardo di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-s.-gottardo-i-mantenuti-della-filo-s.-gottardo-di-mezzocorona/416458-2-ita-IT/Rassegna-S.-Gottardo-I-mantenuti-della-Filo-S.-Gottardo-di-Mezzocorona.jpg|;"Rassegna S. Gottardo: I mantenuti della Filo S. Gottardo di Mezzocoronaal gran debutto la commedia &quot,I mantenuti&quot, di Franco Kerschbaumer interpretata dalla filodrammatica di Mezzocorona nei giorni 3 e 4 febbraio alle 20.45 presso il teatro parrocchiale.";;03/02/2024;04/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Inaugurazione ponte sospeso sul monte di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/inaugurazione-ponte-sospeso-sul-monte-di-mezzocorona/416483-1-ita-IT/Inaugurazione-ponte-sospeso-sul-monte-di-Mezzocorona.jpg|;"Venerdì 26 gennaio alle ore 12 infatti, inaugurazione del Ponte Sospeso in località Monte di Mezzocorona.";;26/01/2024;26/01/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Concerto a Palazzo al corso promosso dall'Associazione Castelli del Trentino";;var/mezzocorona/storage/images/turismo/calendario-eventi/concerto-a-palazzo-al-corso-promosso-dall-associazione-castelli-del-trentino/416868-1-ita-IT/Concerto-a-Palazzo-al-corso-promosso-dall-Associazione-Castelli-del-Trentino.jpg|;"Il giorno 8.2.24 alle 20.30 concerto presso Palazzo al Corso (sede della banda) alle ore 20.30 promosso dell'associazione Castelli de Trentino.&quot,Musica e voci nel romanticismo castellano dell'800&quot,Per i dettagli si veda la locandina allegata.";;08/02/2024;08/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"I mercoledì della farmacia Zanini: Basta con questi Farmaci?";;var/mezzocorona/storage/images/turismo/calendario-eventi/i-mercoledi-della-farmacia-zanini-basta-con-questi-farmaci/417046-1-ita-IT/I-mercoledi-della-farmacia-Zanini-Basta-con-questi-Farmaci.jpg|;"I mercoledì della farmacia Zanini ricominciano il 21.2.24 presso la sede di Via Romana 2/a a Mezzocorona con la conferenza&quot,Basta con questi Farmaci?&quot, dei dott.ri Cattani Sergio e Zanini Paolo";;21/02/2024;21/02/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna san Gottardo: Prova d'Amore a cura dell'Associazione ""La Sortiva"" di Denno";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-san-gottardo-prova-d-amore-a-cura-dell-associazione-la-sortiva-di-denno/418866-1-ita-IT/Rassegna-san-Gottardo-Prova-d-Amore-a-cura-dell-Associazione-La-Sortiva-di-Denno.jpg|;"Continua la Rassegna san Gottardo con la commediaProva d'Amore a cura dell'Associazione &quot,La Sortiva&quot, di Dennotesto di Ernesto Paternoster4.5.2024 h. 20.45";;04/05/2024;04/05/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna San Gottardo: El sior paron Bortolo della Filo di Cognola";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-san-gottardo-el-sior-paron-bortolo-della-filo-di-cognola/418891-1-ita-IT/Rassegna-San-Gottardo-El-sior-paron-Bortolo-della-Filo-di-Cognola.jpg|;"Per la Rassegna San Gottardo si propone la commedia:El sior paron Bortolo della Filo di Cognola2.3.24 h. 20.45 presso teatro S. Gottardo";;02/03/2024;02/03/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna san Gottardo Tuti en terapia di Gloria Gabrielli";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-san-gottardo-tuti-en-terapia-di-gloria-gabrielli/418916-1-ita-IT/Rassegna-san-Gottardo-Tuti-en-terapia-di-Gloria-Gabrielli.jpg|;"Per la serie Rassegna san Gottardo è proposta la commedia&nbsp,Tuti en terapia di Gloria Gabrielli16.3.24 h. 20.45presso teatro san Gottardo";;16/03/2024;16/03/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna teatrale S. Gottardo: Le bosie le g'ha le gambe corte della Filo Toblino";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-teatrale-s.-gottardo-le-bosie-le-g-ha-le-gambe-corte-della-filo-toblino/418941-1-ita-IT/Rassegna-teatrale-S.-Gottardo-Le-bosie-le-g-ha-le-gambe-corte-della-Filo-Toblino.jpg|;"Rassegna teatrale S. Gottardo: Le bosie le g'ha le gambe corte della Filo Toblino20.4.2024 h. 20.45presso teatro S. Gottardo";;20/04/2024;20/04/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Rassegna teatrale S. Gottardo: Ajo della filo di Sopramonte";;var/mezzocorona/storage/images/turismo/calendario-eventi/rassegna-teatrale-s.-gottardo-ajo-della-filo-di-sopramonte/418991-2-ita-IT/Rassegna-teatrale-S.-Gottardo-Ajo-della-filo-di-Sopramonte.jpg|;"Rassegna teatrale S. Gottardo: Ajo della filo di Sopramonte6.4.24 h. 20.45presso teatro san Gottardo";;06/04/2024;06/04/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Margherita Dolce Vita : commedia dei genitori ""Improvisattori"" per famiglie";;var/mezzocorona/storage/images/turismo/calendario-eventi/margherita-dolce-vita-commedia-dei-genitori-improvisattori-per-famiglie/419360-1-ita-IT/Margherita-Dolce-Vita-commedia-dei-genitori-Improvisattori-per-famiglie.jpg|;"La commedia &quot,Margherita Dolce Vita&quot, dei genitori &quot,Improvvisattori&quot, per famiglieil 9 e 10 marzo alle 17.00presso il Teatro San Gottardo di Mezzocoronail ricavato sarà destinato all'Oratorio di Mezzocorona";;09/03/2024;10/03/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"""Forza Mina"" con i ragazzi della Filodrammatica di Roverè della Luna";;var/mezzocorona/storage/images/turismo/calendario-eventi/forza-mina-con-i-ragazzi-della-filodrammatica-di-rovere-della-luna/419385-2-ita-IT/Forza-Mina-con-i-ragazzi-della-Filodrammatica-di-Rovere-della-Luna.jpg|;"&quot,Forza Mina&quot, con i ragazzi della Filodrammatica di Roverè della Lunapresso il teatro parrocchiale di Mezzocorona25 febbraio 2024 h. 16.00Entrata liberaLe offerte saranno devolute all'Associazione Mato grosso per finanziare un progetto in Ecuador.si veda la locandina allegata";;25/02/2024;;;;;;;;;;;;"Evento singolo";;;;;;;
"Mostra d'Arte di Thomas Belz ""I colori di domani""";;var/mezzocorona/storage/images/turismo/calendario-eventi/mostra-d-arte-di-thomas-belz-i-colori-di-domani/420095-1-ita-IT/Mostra-d-Arte-di-Thomas-Belz-I-colori-di-domani.png|;;;01/03/2024;07/03/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"Mostra filatelica e numismatica ""Donne nella storia"" di Luigi Ress";;var/mezzocorona/storage/images/turismo/calendario-eventi/mostra-filatelica-e-numismatica-donne-nella-storia-di-luigi-ress/420350-1-ita-IT/Mostra-filatelica-e-numismatica-Donne-nella-storia-di-Luigi-Ress.png|;"Al piano terra della biblioteca di Mezzocorona è prevista la mostra&nbsp,filatelica e numismatica &quot,Donne nella storia&quot, a cura di Luigi Ress dal giorno 8 al giorno 21 marzo 2004.&nbsp,Essa è visitabile in orario di apertura della biblioteca";;08/03/2024;21/03/2024;;;;;;;;;;;"Evento singolo";;;;;;;
"La biblioteca propone sul monte di Mezzocorona ""Chi cerca trova"" ";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-biblioteca-propone-sul-monte-di-mezzocorona-chi-cerca-trova/420375-1-ita-IT/La-biblioteca-propone-sul-monte-di-Mezzocorona-Chi-cerca-trova.jpg|;"La biblioteca propone sul monte di Mezzocorona &quot,Chi cerca trova...11 Variopinte uova”&nbsp,sul Monte di Mezzocorona dal&nbsp, 10 marzo al 10 aprile 2024La biblioteca propone una caccia alle uova nascoste in 11 posti speciali del Monte, individuabili su una mappa da ritirare in biblioteca: ogni uovo si trova appeso e bisogna solo trovarlo ed individuarne il colore (non prenderlo!).I bambini che desiderano partecipare possono iscriversi in biblioteca e ritirare un poster, da colorare secondo le indicazioni delle uova trovate negli 11 posti speciali. Se il disegno del poster sarà riportato in biblioteca entro il 10/04/2024 colorato correttamente il bimbo riceverà un premio (è sufficiente colorare 10 su 11 aree).L’iniziativa è un invito alla passeggiata per gli adulti e una divertente caccia al tesoro&nbsp,alla scoperta del Monte per i bimbi e le bimbe dai 4 ai 10 anni.Foto di Mattia Digilio";;10/03/2024;10/04/2024;;;;;;;;;;;"Evento singolo";;;;;;;
